binID	SF2_A_D1	SF2_A_D2	SF2_A_H2O	SF2_B_D1	SF2_B_D2	SF2_B_H2O	SF2_C_D1	SF2_C_D2	SF2_C_H2O	R1_A_D1	R1_A_D2	R1_A_H2O	R1_B_D1	R1_B_D2	R1_B_H2O	R1_C_D1	R1_C_D2	R1_C_H2O	R2A_A_D1	R2A_A_D2	R2A_A_H2O	R2A_B_D1	R2A_B_D2	R2A_B_H2O	R2A_C_D1	R2A_C_D2	R2A_C_H2O	R2_A_D1	R2_A_D2	R2_A_H2O	R2_B_D1	R2_B_D2	R2_B_H2O	R2_C_D1	R2_C_D2	R2_C_H2O	R2_restored_C_black	R2_restored_DShore	R2_restored_H2O
R2_A_D2_metabat.16	-6.5557	-2.251	-4.6432	-0.70338	0.99888	-4.918	-2.9953	1.3612	-6.059	1.4402	1.8639	6.7246	0.1236	-0.30683	10.506	2.6702	0.98348	5.0421	-6.282	-3.5908	7.1334	-2.6676	-10.097	2.8863	-0.02197	-3.5512	0.86421	2.2632	17.925	24.168	2.9463	0.39975	23.609	2.5955	3.2259	23.091	-0.57521	0.79568	11.209
R2_A_H2O_concoct.11	-0.8425	4.5248	-3.7346	11.31	13.28	-2.8661	6.1788	13.538	-2.9213	9.3989	7.9459	4.8908	11.67	7.081	6.4933	13.169	13.33	4.4353	-0.18372	0.93195	7.709	2.7056	-0.37936	3.152	1.7312	-0.74316	0.61412	7.11	17.528	23.606	10.308	9.6321	22.923	9.3424	7.2075	22.715	9.6583	5.7824	0.83531
R2_A_H2O_concoct.29	-0.41589	5.0771	-5.3854	10.77	12.892	-2.2677	5.4472	12.099	-3.8484	11.121	9.6419	8.7782	9.8354	10.486	9.2291	11.227	10.282	6.9737	-0.031054	1.1884	7.6865	3.0704	-0.83234	3.1845	2.3065	-0.71862	1.2256	9.1317	17.865	23.701	9.5185	8.2341	23.005	10.062	7.5273	23.156	10.608	8.0497	3.2118
R2_A_H2O_concoct.45	-2.7098	1.8701	-7.9735	6.8293	9.2628	-3.5975	2.774	9.6554	-4.98	5.8332	4.5991	3.1308	7.4681	4.3019	5.1272	8.4186	9.1588	2.7024	-1.1451	-0.91432	5.3786	0.38338	-1.9057	1.3656	-0.2145	-3.1471	-0.39208	5.7996	16.311	22.903	6.6384	6.974	22.257	6.1698	5.6836	22.026	4.9964	3.0701	0.83531
R2_A_H2O_maxbin.035	-10.307	-7.0187	-11.132	-4.4995	-2.8161	-8.746	-6.3379	-2.4115	-6.059	-2.0258	-3.3463	-1.9726	-2.4772	-3.2581	-0.72421	-2.4731	-2.4999	-3.1179	-10.304	-7.7667	1.7448	-4.5622	-10.097	-1.4052	-3.8964	-7.0238	-2.7057	-2.1597	11.948	21.125	-1.012	-3.0275	20.656	-1.3285	1.9246	20.043	-4.6255	-2.3613	-3.6411
R2_A_H2O_metabat.14	-1.0665	1.9839	-2.2132	10.809	13.248	-1.5722	2.7248	10.272	0.081796	8.1138	5.8612	16.39	12.954	4.6285	18.438	12.001	14.326	14.466	-1.4394	0.27613	8.3106	2.9836	0.082955	3.9712	1.4597	-0.81852	1.4731	12.229	18.427	24.099	12.273	11.814	23.424	12.328	12.373	23.076	9.7616	3.0783	12.82
R2_B_D1_concoct.110	4.4941	2.5448	2.8902	1.2437	1.3187	3.2784	2.9334	1.3122	2.6556	11.977	13.412	13.127	14.854	11.198	12.61	14.3	11.026	11.21	10.887	5.0978	6.7883	7.0396	3.5586	9.1033	3.7535	3.6638	4.8813	8.8455	8.3863	6.4045	14.61	7.8048	11.043	17.325	7.066	8.8882	18.548	11.318	4.0652
R2_B_D1_concoct.40	6.7194	7.3723	5.6097	6.9823	8.4535	5.5037	8.0545	9.0978	4.5938	12.834	11.948	14.3	13.342	9.3885	13.184	13.946	9.9459	12.605	11.321	1.1884	8.6701	7.814	9.0695	9.7766	5.6945	12.28	10.178	11.354	10.175	2.2389	14.714	10.89	8.4558	15.982	15.789	8.5311	18.653	12.346	2.2243
R2_B_D1_metabat.10	-3.2246	-1.3691	-0.90665	-0.25343	1.7778	3.2784	-0.12672	1.9871	0.83952	19.143	19.749	14.409	17.688	19.004	13.838	18.301	17.246	13.866	1.2034	0.90406	0.90406	6.4798	2.5858	3.2121	3.1061	1.9071	-1.3614	14.535	12.855	5.8092	16.218	14.451	12.215	17.866	14.124	9.0523	18.242	11.208	6.3572
R2_B_D1_metabat.13	6.5573	6.8587	7.0376	6.7671	7.7541	7.3887	6.6165	6.8457	5.7585	18.087	18.219	14.259	18.595	19.207	14.178	17.941	18.009	15.092	12.763	12.519	7.3757	12.43	10.074	9.7852	11.581	10.832	10.051	16.989	16.695	6.0697	16.227	17.482	12.594	18.217	17.009	11.381	17.996	12.1	7.703
R2_B_D1_metabat.22	2.0387	2.1147	1.8136	1.3399	2.0838	2.4218	1.8922	1.7566	0.39821	17.383	17.385	12.369	16.177	17.476	11.788	16.599	16.325	11.303	2.0847	3.1812	4.4175	6.3701	2.9684	3.6845	4.3686	3.7899	1.7376	12.501	12.512	10.424	13.845	13.827	11.321	16.353	13.452	9.7213	15.564	9.369	-0.7392
R2_B_D2_concoct.124	8.4531	7.2766	7.6726	4.9203	3.9443	5.8722	5.8988	2.6745	5.5084	2.0015	4.1707	-0.098492	6.2668	11.077	-0.56679	2.5768	9.8821	6.3315	6.5594	7.0636	3.6272	6.2989	4.4298	4.4096	5.117	6.2749	7.3349	10.681	11.38	7.8359	5.4539	12.451	5.3102	4.0511	12.115	6.7956	5.0988	3.2975	3.0144
R2_B_D2_concoct.143	6.3245	6.1018	7.7832	6.5495	5.6261	8.3846	5.957	4.2569	7.8199	7.535	8.3171	7.1639	11.962	14.337	5.8602	6.5545	12.311	7.8015	10.429	9.2064	8.7873	9.1312	7.3244	8.7555	7.5289	6.5553	9.7261	11.559	12.193	1.037	9.023	14.222	1.9578	9.4416	13.948	4.5129	10.468	5.9688	13.764
R2_B_D2_concoct.32	6.7151	6.1728	7.1594	6.7958	5.5126	6.7134	5.8885	3.9868	5.9024	7.1662	9.8741	5.5361	13.223	14.469	4.7239	7.5769	12.338	7.5467	10.676	9.3816	8.019	9.173	6.8816	8.7814	7.6294	6.4924	9.4585	10.704	9.7795	0.58353	9.4223	13.05	2.8128	11.122	11.005	2.9684	9.6288	5.409	6.8789
R2_B_D2_concoct.39	11.007	10.144	9.2091	8.8799	8.044	6.3286	9.0203	6.6018	5.4417	13.247	14.186	6.4718	13.61	16.45	6.2774	12.656	14.598	11.651	8.3692	10.325	2.5228	10.559	9.7073	3.7995	10.607	9.7732	6.3678	14.295	12.885	2.0914	10.838	14.743	5.2875	12.471	15.125	6.9215	11.934	8.0965	0.63239
R2_B_D2_concoct.4	5.0671	4.8613	4.4079	2.8325	2.9613	2.8806	3.9218	4.7332	2.6109	4.4019	5.0576	-0.99759	8.2307	6.4418	-0.77507	6.1738	11.495	7.5448	6.0874	6.9644	-0.43389	6.0151	3.7073	1.1976	5.2763	3.5906	2.9366	11.209	10.673	0.58353	8.8132	13.739	1.8422	7.8131	12.646	3.9658	7.4013	1.1883	13.214
R2_B_D2_concoct.80	1.1492	0.064222	-0.88835	3.6366	6.425	-0.37954	3.3425	3.3816	-0.079244	10.781	10.926	6.1452	11.24	10.492	6.556	10.24	11.538	9.4926	-0.99998	0.11738	-0.19178	1.2649	1.2105	-1.0851	0.56327	0.95407	-1.131	11.957	9.3966	2.7747	7.6997	11.901	2.8128	9.5316	12.579	4.3677	11.041	1.0905	2.5842
R2_B_D2_metabat.10	8.8896	8.6017	9.9822	9.1533	7.922	10.491	8.3039	6.2896	9.6651	14.781	14.783	7.6045	13.521	16.163	6.6068	14.072	16.166	9.0784	12.914	11.518	12.766	11.4	9.389	12.029	9.894	9.123	12.192	12.511	12.996	0.32445	12.514	14.985	6.0429	12.51	13.942	6.3756	15.018	6.7756	8.6565
R2_B_D2_metabat.16	6.9541	7.0038	8.0918	7.7254	6.6657	8.135	6.8538	5.4274	7.3441	15.637	16.314	11.147	15.675	16.477	10.692	15.19	16.298	12.36	11.56	10.155	9.4557	10.524	8.2215	9.7094	8.8649	7.7149	10.535	14.442	13.249	3.1863	13.699	15.773	8.8026	15.111	14.273	7.7566	13.909	7.3431	9.8508
R2_B_D2_metabat.19	6.6515	6.5755	7.9824	6.4246	5.4597	7.8671	6.2136	5.0674	7.2867	12.175	12.61	10.467	15.086	15.536	9.6168	11.24	14.154	13.037	12.051	11.464	10.347	11.147	9.1054	10.33	10.336	9.6159	10.358	15.541	14.931	2.648	12.456	16.158	6.7253	14.573	16.66	8.905	13.372	7.3654	15.614
R2_B_D2_metabat.20	0.36748	0.13593	0.68002	-0.4152	0.5092	2.3352	-0.011548	0.50751	1.7067	13.197	13.77	11.078	12.54	12.855	9.1287	13.315	12.549	11.055	-0.16626	-0.44992	1.2554	1.08	0.79591	1.4877	-0.37785	1.8523	1.8838	12.163	7.0397	2.2389	12.291	13.039	7.7028	15.984	14.374	4.2604	12.971	1.012	0.41282
R2_B_D2_metabat.38	5.4293	5.42	7.317	6.0584	5.2009	8.5271	5.4177	4.2925	8.0282	15.665	16.48	15.662	15.809	15.756	15.711	15.467	15.772	13.696	8.965	7.4221	10.582	8.5634	6.2998	9.7482	6.6674	5.1915	9.6097	14.163	11.448	5.2231	13.809	14.779	9.789	15.889	11.706	8.1209	15.966	8.256	12.643
R2_B_D2_metabat.43	1.9007	2.5357	3.7119	1.124	1.4687	6.6383	1.949	2.7001	5.9922	9.3127	8.4283	7.8868	11.5	10.562	7.0952	11.027	12.347	7.8944	7.8122	5.6678	6.223	5.5917	4.7761	5.689	4.9359	5.6908	3.4958	10.459	8.358	7.5556	9.6096	12.38	6.5071	10.05	7.8509	5.8278	8.6404	2.5056	15.481
R2_B_D2_metabat.44	7.1394	6.8435	3.7833	6.3161	5.5837	2.1947	6.8681	6.0569	2.1301	14.318	15.936	1.9807	13.788	17.329	1.748	13.76	16.266	14.142	0.83545	2.7964	1.1286	4.8897	5.5657	0.5338	3.4615	4.7053	2.7432	16.359	14.35	2.0914	12.12	15.816	4.3891	7.6021	13.033	8.4285	3.7779	10.104	10.768
R2_B_D2_metabat.45	6.6559	5.3362	3.9112	5.2404	5.1883	4.465	5.5873	6.171	3.6681	8.3099	9.3	6.5451	7.7323	10.726	4.1706	7.391	10.477	7.035	6.3314	6.3693	4.4945	5.9878	7.7483	4.5965	7.9138	10.405	4.9269	12.763	14.194	12.332	9.859	13.146	10.785	7.3848	12.049	10.943	13.272	7.081	3.1144
R2_B_D2_metabat.50	8.1319	7.0767	6.2447	5.3452	4.3599	4.3802	5.7725	3.2707	3.1824	9.8926	10.529	5.5269	10.746	13.984	5.0132	8.4629	10.86	8.9149	5.3709	7.3212	2.7593	7.2677	6.6968	2.5396	7.4563	7.3722	4.2858	12.432	12.54	11.575	8.1226	13.391	10.386	11.32	15.49	11.075	13.118	6.3593	10.215
R2_B_D2_metabat.52	-0.51498	-0.097008	-0.66378	-0.03024	0.24727	1.4888	-0.53678	-0.10964	1.0631	12.405	11.64	6.2458	10.925	12.74	5.9458	11.151	10.15	14.975	-2.1421	-0.87478	-0.99573	4.3672	1.3189	-0.88392	1.9623	0.51472	-1.583	16.823	14.528	7.8804	13.35	13.948	7.6343	11.847	14.475	9.2028	6.7023	4.1298	6.2344
R2_B_D2_metabat.55	4.6991	4.5853	7.1738	5.5286	4.5537	9.0086	4.6019	3.5447	8.4977	16.009	16.371	11.965	15.027	16.323	9.745	14.495	15.898	10.951	8.1138	5.6244	11.116	7.4872	5.1218	10.208	5.1307	3.6302	9.402	13.003	11.868	6.5606	12.638	14.178	9.3166	14.12	13.251	8.2681	15.207	7.9808	12.972
R2_B_D2_metabat.62	-0.2299	-0.020413	-0.73039	-0.7681	0.15991	-0.1918	-0.48596	-0.12844	0.57504	9.7565	6.3654	2.5214	8.7112	9.2211	2.0779	7.5625	8.4075	8.8228	0.16601	0.38043	0.17965	1.5353	0.3832	-0.25631	0.35653	0.81529	-0.81466	11.868	9.6654	9.34	8.4007	10.827	8.3742	6.6895	10.483	8.0992	2.2097	5.748	4.3577
R2_B_H2O_metabat.16	-2.1209	0.26379	-5.923	4.3263	6.9785	-2.4454	0.98907	7.3479	-2.4093	5.6864	4.5881	8.7394	7.5466	5.1547	10.228	9.0063	10.131	6.6644	-2.9462	-0.54859	12.61	1.3931	-1.3128	7.9437	2.7123	-0.76798	5.3507	5.9851	20.517	26.283	8.8921	9.0971	25.061	9.9048	8.8179	25.174	4.2229	3.2331	1.6795
R2_B_H2O_metabat.17	-1.3483	3.9304	-4.1283	7.7385	10.32	-1.6921	3.3599	11.003	-2.5004	6.9111	5.0593	5.4586	6.8381	4.8677	6.8249	7.5744	8.3249	4.1378	-1.504	0.48065	13.175	1.1739	-1.101	8.3179	3.0869	-1.1208	6.1972	6.0331	20.604	26.272	8.3954	6.6007	25.042	8.6215	8.4472	25.685	5.0716	6.8726	3.1144
R2_B_H2O_metabat.29	-6.0473	-5.6745	-7.9735	-5.9235	-3.8819	-3.4238	-8.4762	-2.8084	-4.3211	1.5095	2.4643	0.62035	-2.1132	-0.39728	3.2928	1.2065	-1.0599	0.35814	-6.8702	-3.9812	4.0511	-3.7542	-4.2881	0.78262	-2.4113	-4.2482	-0.93827	1.8306	15.393	22.746	3.4883	1.469	22.415	1.47	5.2496	21.918	-3.908	-0.80692	-0.7392
R2_C_D1_concoct.118	-2.5288	-2.6075	-3.0282	-2.383	-1.1702	-1.82	-2.5422	-1.0495	-3.1778	8.9812	11.535	6.2583	8.3496	11.601	5.4128	7.9445	5.7009	4.51	-2.416	-2.0738	0.0011239	-0.25028	-1.4109	-1.3321	-1.8887	-1.4412	-2.4683	4.8548	2.9448	3.8923	9.187	4.8706	5.1954	13.655	6.7246	2.2512	11.681	1.6905	2.5842
R2_C_D1_concoct.37	3.5036	2.396	1.8709	2.0546	1.9735	1.4403	2.7248	2.1907	1.2874	12.602	13.546	6.4505	10.725	11.739	6.3813	11.103	8.5995	5.6807	1.0984	0.70061	2.8488	1.1881	2.4665	1.1226	1.7382	6.5677	1.6262	6.2279	3.0766	0.45722	8.022	8.9046	5.1248	14.526	9.4394	1.1447	8.2675	0.47018	2.9115
R2_C_D1_concoct.65	12.066	7.8114	8.1307	4.7499	4.4245	6.443	9.2494	4.7353	4.822	17.825	18.727	13.83	15.783	17.291	13.478	17.423	17.298	12.481	13.399	7.3507	11.932	9.4614	4.9874	11.053	5.4186	4.9799	8.5856	11.55	10.023	6.7514	14.693	13.366	11.272	16.474	11.412	9.6396	18.662	9.7125	7.4502
R2_C_D1_concoct.7	-0.14226	-1.5819	0.44512	-1.1386	-1.3521	0.36833	-1.3398	-2.0629	0.46593	4.6876	8.0239	9.8038	12.907	12.16	9.0333	6.6887	4.5217	7.6903	0.44521	0.73061	0.71065	1.9501	-0.61677	0.49174	-0.81962	-1.1809	0.79019	4.8612	4.4804	1.037	12.413	4.247	6.695	16.125	4.8756	3.9658	15.198	4.6492	-1.674
R2_C_D1_concoct.71	2.705	-0.15328	4.4762	-0.67174	-0.64163	3.288	0.75687	-2.0148	3.0651	4.3946	6.9859	10.98	13.833	5.3158	10.875	8.6495	5.3326	9.6429	2.7764	1.6948	4.6502	3.0003	1.2652	8.4455	0.14388	-0.03169	9.8467	7.2017	6.5866	1.037	14.123	7.0201	8.066	16.958	5.5233	3.5143	15.693	5.2799	0.83531
R2_C_D1_concoct.88	0.055651	-1.3095	-0.15346	-1.1917	-0.80992	-0.018112	-1.1765	-0.92389	-0.82885	3.1175	6.0521	7.4467	12.328	9.9764	7.3086	5.9757	4.0583	5.5784	0.33437	1.1112	1.3772	1.8194	0.22969	1.2868	0.47821	-0.27808	1.0003	3.3806	2.8919	2.2389	10.467	2.7711	5.2647	14.693	3.1225	3.8943	15.388	4.1004	0.63239
R2_C_D1_concoct.95	8.0919	6.9414	5.0794	9.4406	10.939	4.051	7.3033	6.1919	3.1047	5.6255	6.4022	8.9423	8.6975	5.6838	10.284	5.3638	4.9209	7.5949	0.3765	-1.1242	5.9175	4.0186	4.276	3.7995	1.4134	3.7247	5.2009	9.84	10.831	4.6369	11.791	5.6255	7.3325	15.799	11.568	6.3635	16.712	7.9432	5.3378
R2_C_D1_concoct.98	3.1874	2.4897	2.0553	3.1834	2.9509	0.29569	3.0749	3.3419	0.57504	10.111	11.56	6.4706	9.4661	9.3647	4.9382	8.6983	7.9416	6.8132	2.566	-2.3906	2.568	1.7669	2.3037	2.0878	0.11909	4.0699	3.4621	8.0713	5.6372	0.035811	10.864	7.9136	4.5874	14.463	10.574	2.3992	13.392	3.0307	-1.674
R2_C_D1_maxbin.062	7.3295	6.7809	4.3189	6.0127	5.4558	3.0594	6.6347	5.1318	2.8714	5.1356	5.9274	3.7795	6.4185	3.2838	5.5364	4.7382	3.467	2.6379	0.8119	-0.14909	2.3062	1.3732	4.3219	1.2547	1.4056	4.0398	3.7804	3.5783	2.6407	3.8461	11.302	2.9915	7.2169	15.521	8.351	3.6454	14.585	4.322	0.41282
R2_C_D1_metabat.17	7.5623	7.4848	9.7721	8.1654	7.2649	11.646	7.3557	6.1808	11.2	16.714	17.528	13.036	17.049	17.764	12.691	16.216	17.092	14.04	12.117	11.009	11.663	11.451	8.9085	11.568	9.8965	8.5995	11.452	15.724	14.171	5.2231	15.143	16.538	10.749	16.984	14.56	9.4504	16.744	9.9475	10.569
R2_C_D1_metabat.25	12.607	11.816	11.145	10.477	10.1	9.9714	10.77	9.0009	9.6394	17.279	17.819	11.714	16.994	18.762	11.576	16.678	16.525	11.968	10.27	11.807	11.229	11.79	11.384	10.553	11.818	11.379	10.225	13.869	12.603	4.9931	13.742	14.948	10.418	16.482	14.738	8.6849	16.876	11.46	7.8356
R2_C_D1_metabat.7	10.068	8.169	8.15	7.4764	6.8102	7.5142	7.8877	5.5897	7.169	7.3002	7.2956	13.314	14.009	11.765	13.086	14.657	12.486	11.625	9.366	9.3994	4.9924	10.279	9.7389	6.0714	9.5264	10.866	7.7641	11.725	11.414	10.687	14.478	11.397	11.388	16.385	10.498	9.6483	17.786	11.198	4.2144
R2_C_D2_concoct.100	8.0339	5.7575	6.0949	11.299	10.142	6.8159	8.0048	4.3231	6.5257	-0.90137	0.69436	-3.0061	-1.2145	3.0468	-3.0118	-1.4719	5.9824	7.2054	7.0097	4.9576	5.4936	5.5671	4.4387	5.5277	2.7862	2.9044	7.45	11.753	12.029	-1.7512	3.1286	14.783	-3.9735	0.30542	17.823	6.8592	0.41426	-0.25936	4.8807
R2_C_D2_concoct.104	-0.64009	-0.40582	-1.1607	-1.3166	-0.93004	-0.73238	-1.058	-0.93747	-2.0126	4.4069	4.2282	5.8474	6.9139	4.3152	4.0399	5.9199	3.3397	8.3569	-1.377	-3.1355	0.51321	-0.97072	0.049118	0.10323	-2.4551	0.6828	0.028451	10.528	5.7012	-0.89579	6.7712	7.8096	1.2647	9.148	14.31	4.0127	12.185	2.5152	1.2019
R2_C_D2_concoct.18	5.8708	5.4958	7.5812	6.2902	5.0959	8.7822	5.2439	3.1175	7.9144	4.3266	5.5173	1.3235	5.2062	6.5066	0.90187	3.766	5.5622	4.7495	9.499	8.5656	10.115	8.4019	6.7756	9.4849	7.0635	6.264	9.2728	8.5333	8.3353	-1.7512	2.7446	12.952	-0.064651	4.7445	15.674	4.3677	4.8468	1.0459	5.0589
R2_C_D2_concoct.21	-6.0473	-4.5053	-5.1678	-5.2639	-5.1732	-3.1222	-4.5994	-4.7333	-3.1778	-2.327	-2.4065	-4.3209	-3.9728	-2.5579	-6.7661	-2.8882	-4.054	0.42492	-4.707	-4.4907	-10.903	-4.8436	-3.7079	-7.8342	-4.0029	-3.4407	-4.9083	2.3024	-0.081173	8.6378	-0.81463	-1.848	7.8573	-1.7839	15.103	6.5749	-3.8444	0.30821	-1.674
R2_C_D2_concoct.45	6.4791	6.4925	7.7724	6.9727	6.2661	7.7216	6.3024	5.3042	6.8313	16.029	16.836	11.728	16.24	17.134	11.276	15.518	16.465	13.195	11.28	10.139	8.9326	10.508	7.956	9.5124	8.9331	7.4267	10.097	15.116	13.639	4.8193	14.024	16.013	9.5312	15.686	14.585	8.7562	15.223	8.5416	9.5539
R2_C_D2_concoct.47	5.6745	5.5878	7.2236	6.0835	5.177	8.312	5.6507	3.9868	7.1437	7.015	7.6922	5.9046	10.628	12.874	4.796	5.9897	11.024	8.7409	9.8747	8.6544	8.5978	8.7529	6.8593	8.376	7.2001	6.0516	9.3961	12.201	12.152	1.3355	7.7419	14.427	1.4025	7.9053	15.015	5.9252	9.0731	4.4963	12.584
R2_C_H2O_concoct.35	-1.3182	4.8102	-3.92	7.7423	10.489	-3.1222	3.5062	11.559	-2.8061	9.1113	8.525	8.1989	8.9568	7.6575	9.2824	9.4913	10.759	6.3468	-0.94964	0.84744	6.8876	3.1029	-0.80728	3.7995	1.66	-0.19946	1.1121	6.3426	17.831	23.701	7.6301	10.6	22.956	8.6025	8.1687	22.928	5.2751	7.1349	1.2019
R2_C_H2O_concoct.60	-0.455	3.9366	-4.1283	11.178	13.012	-1.82	5.9722	13.55	-3.3222	9.3743	7.919	6.0642	12.095	7.2382	7.891	13.213	13.861	5.8342	-0.080853	1.78	10.463	2.9962	-0.35898	6.0189	2.76	-0.29816	3.3686	8.3903	19.674	25.248	11.387	11.579	24.394	10.565	10.18	23.957	9.3592	5.7421	0.63239
R2_C_H2O_metabat.20	-3.4056	-0.042047	-7.9735	3.2333	5.8171	-5.3734	0.028991	6.0058	-3.8484	3.6222	1.8059	1.4412	3.3203	2.3437	2.4719	3.5408	4.37	0.11992	-4.178	-2.7234	5.6317	-1.4739	-2.9343	1.3656	-0.85767	-3.5512	0.028451	2.09	16.527	23.055	2.2564	1.6431	22.354	2.3022	1.7254	22.531	1.2553	1.5981	-0.7392
R2_C_H2O_metabat.29	-10.307	-5.9301	-11.132	-3.627	-2.6285	-8.746	-6.3379	-3.8508	-6.059	-3.193	-3.0945	-0.19414	-4.1848	-4.3025	2.1044	-2.1611	-2.9287	-0.71806	-12.29	-7.7667	3.3436	-6.9331	-5.1794	-0.04988	-3.0281	-10.035	-1.3789	-1.7685	14.122	22.223	-0.52771	-1.3703	21.727	-1.0994	-0.47223	21.312	-4.7634	-2.3083	-1.674
R2_restored_C_black_concoct.12	0.071429	-1.4098	1.1129	-1.0615	-1.9768	2.4218	-1.0745	-2.7004	2.8923	2.1458	3.7609	1.9602	1.9404	2.7318	2.1998	2.4988	1.3686	0.4999	0.096896	0.57716	4.4879	0.62735	0.45663	2.1375	0.33377	0.056634	2.1277	0.51241	-0.1002	-0.29219	7.9024	1.1192	2.8128	12.994	1.675	5.3124	16.647	9.5476	-0.7392
R2_restored_C_black_concoct.17	7.672	6.4012	4.6857	8.7413	10.158	3.9236	6.7079	5.726	2.7759	4.0785	4.945	8.1813	7.107	5.4255	8.8504	4.9772	6.643	6.0802	0.53845	-2.3906	5.5658	2.4581	2.9419	3.945	1.154	3.1818	5.147	10.48	12.302	1.7766	10.425	5.1253	4.9042	12.457	9.3793	7.013	17.473	9.4497	0.83531
R2_restored_C_black_concoct.25	5.7094	6.8655	2.9978	4.4625	4.3722	2.5064	5.2418	5.2264	2.1043	0.42743	1.1442	0.85314	1.5686	0.1361	2.022	1.0964	0.1976	-0.54094	0.80005	-2.7766	3.6648	0.44885	5.8006	3.3383	0.91588	4.8814	4.97	-0.15264	-0.10977	-0.67543	9.3147	0.23661	1.7225	11.666	1.8198	6.0066	17.078	4.2452	-0.7392
R2_restored_C_black_concoct.26	-0.43536	-0.73435	-0.59917	-0.84619	-0.63266	-1.1555	-0.49855	-0.54092	-1.8753	6.2797	6.2822	10.939	5.0497	3.3422	8.6255	8.1641	3.4193	7.9288	-1.7675	-3.0073	-0.91432	-1.2065	0.27673	-1.216	-3.2951	2.0578	-0.35936	3.2302	2.3544	4.5993	8.3221	2.0307	5.0527	11.477	3.6932	3.4605	14.671	3.5947	-1.674
R2_restored_C_black_concoct.43	-0.24783	-2.0094	-0.16656	-2.8779	-2.0672	1.3909	-0.12672	-1.6495	0.63841	7.612	7.1885	8.0422	12.751	8.9277	7.4232	10.743	8.4008	6.6194	2.4684	-1.6533	-0.17746	0.19667	-2.1373	1.0887	-1.355	-2.1501	-0.3378	6.0265	4.5299	-1.1422	12.039	8.1498	4.8275	13.665	7.9108	3.7719	15.786	6.2353	2.4682
R2_restored_C_black_concoct.51	-1.093	0.71958	-1.7652	1.3494	3.0505	0.34435	-0.13747	1.64	-0.99041	12.886	13.198	11.266	12.047	13.126	10.17	15.569	12.31	10.479	4.9665	1.2965	-0.19178	3.6403	0.969	4.9266	-0.81962	0.47098	0.7071	10.992	7.5303	3.8923	8.0975	7.3592	7.1509	10.834	7.2895	5.9252	16.829	7.9798	4.2867
R2_restored_C_black_concoct.57	4.2118	1.4161	5.1747	1.8547	1.2978	4.3873	1.0306	0.17266	3.9283	6.464	7.7601	6.8247	7.7477	5.7068	6.7014	7.5993	3.7212	4.846	4.5814	4.0286	13.095	4.5215	2.8951	10.155	2.2945	1.179	10.155	2.4963	1.5733	2.7119	8.2581	2.3825	4.0857	11.943	3.9688	4.4306	15.533	2.3809	1.2019
R2_restored_C_black_metabat.13	2.202	3.3869	2.4836	1.5104	1.8029	3.5484	2.0799	4.402	3.6428	16.646	16.375	12.585	15.163	16.139	10.512	15.412	14.791	13.138	2.2909	-1.059	2.0756	3.7335	2.3821	2.0753	0.76474	2.8699	2.8211	14.065	9.4984	2.7747	13.489	12.803	7.5643	14.0	13.515	6.164	16.671	2.6005	1.6795
R2_restored_C_black_metabat.2	3.3015	1.7295	3.4647	1.2339	1.1914	4.3442	1.7538	0.16431	3.7924	8.3416	10.009	11.057	14.662	12.875	10.834	8.993	6.0867	8.7587	3.5749	4.9017	2.4307	5.0358	3.2966	3.7444	2.4982	2.152	3.9915	5.6269	5.3016	1.7766	12.839	4.2167	7.9001	16.43	5.4634	7.9815	18.516	10.308	-0.093217
R2_restored_C_black_metabat.22	2.1715	3.3688	0.70798	3.434	4.7851	0.19547	3.6468	5.8892	-0.3749	9.7537	11.271	7.8361	11.221	11.31	6.7838	11.313	9.7192	7.0288	2.5591	1.6658	0.71065	3.3833	5.8457	0.56491	2.5875	5.5308	1.1242	8.9628	8.7536	5.1263	10.534	9.6646	6.8732	13.562	13.562	6.3996	15.048	6.0166	5.391
R2_restored_C_black_metabat.8	6.9359	6.7414	7.2601	5.3652	5.662	6.4869	6.4321	5.6406	6.144	10.587	13.178	11.595	12.571	11.798	11.744	15.672	11.044	9.0788	12.289	13.782	5.4582	12.887	11.768	8.7125	12.831	11.721	8.8964	8.9147	9.8771	4.7474	12.032	12.973	9.0852	15.374	8.9538	7.2827	17.131	9.6012	5.4435
R2_restored_DShore_concoct.12	-4.1059	0.24454	-4.9745	-0.054019	0.82714	-6.9284	-1.0745	9.0829	-3.48	-8.7028	-8.3624	-8.2864	-9.9807	-8.548	-13.689	-9.8895	-9.4262	-15.17	-1.6936	0.0405	-8.8734	-1.733	2.5042	-4.5406	-1.43	2.2273	-4.7799	-11.04	-9.104	-1.1422	-7.8006	-11.409	-5.3326	-11.377	-3.9896	2.2888	-4.4376	17.414	-3.6411
R2_restored_DShore_concoct.17	2.7182	2.5174	1.1448	4.2666	6.4653	-0.074599	1.699	5.7561	-0.53853	-0.57734	-0.050725	-4.5905	-1.5873	-0.80461	-3.9204	-0.71488	-1.5613	-4.4644	3.5566	6.6427	-2.0738	5.9823	8.924	-0.51521	8.9719	10.901	-0.084189	-3.4858	-2.9898	-0.12247	-2.9983	-3.1712	-0.8967	-2.0788	-1.6494	6.6981	-0.28677	18.786	-0.093217
