"CH4_H2"	"CH4_ac"	"MOB_I"	"MOB_II"	"MOB_IIa"	"MeOB"	"AOA"	"AOB"	"NOB"	"Anamx"	"SOxB"	"SRB_syn"	"SRB"	"FeOB"	"FeRB"	"Methanogen"	"Methanotroph"	"Methanogen_Troph"	"AOA_NOB"	"AO_NOB"
"China_Galinas_PWC_D1"	29.6680882625626	0	81.5872427220471	0	29.6680882625625	14.8340441312813	118.67235305025	0	81.5872427220471	1861.6725384758	57059.1507509735	120964.212868533	92445.763026145	3523.08548117931	437.604301872798	29.6680882625626	111.25533098461	0.266666666666667	1.45454545454546	1.45454545454546
"China_Galinas_PWC_D2"	30.1275147059931	0	504.635871325384	0	7.53187867649828	7.53187867649828	1559.09888603514	7.53187867649828	587.486536766865	4594.44599266395	28884.7547243709	78226.0919341111	90623.5642356273	7185.41225737935	1182.50495221023	30.1275147059931	512.167750001883	0.0588235294117647	2.65384615384616	2.66666666666667
"Muzzi_CordA_D1"	775.68938328432	8.52405915697055	1883.81707369049	0	51.1443549418233	477.347312790351	1278.60887354558	784.213442441291	2608.36210203299	4773.47312790351	2778.8432851724	150262.114819077	162059.412692324	272.769893023058	76.716532412735	784.213442441291	1934.96142863231	0.405286343612335	0.490196078431372	0.790849673202614
"Muzzi_CordA_D2"	94.9371380521613	13.5624482931659	949.371380521612	6.78122414658294	67.8122414658294	101.718362198744	5967.47724899298	2007.24234738855	3627.95491842187	2983.73862449649	5357.16707580052	141727.584663583	83944.7737105502	6245.50743900289	3905.98510843178	108.499586345327	1023.96484613402	0.105960264900662	1.64485981308411	2.1981308411215
"Muzzi_CordB_D1"	0	0	1224.26167262533	0	8.87146139583574	204.043612104222	2750.15303270907	452.444531187623	1011.34659912527	966.989292146096	11648.2288127323	101764.533671632	120580.903292199	2404.16603827148	1144.41852006281	0	1233.13313402117	0	2.71929824561403	3.16666666666666
"Muzzi_CordB_D2"	49.2676712579444	14.0764775022698	858.66512763846	7.03823875113491	49.2676712579444	42.2294325068095	10092.8343691275	1280.95945270656	3772.49597060832	2927.90732047213	5665.78219466361	122317.551255974	68643.9425398189	8840.02787142545	4659.31405325131	63.3441487602142	914.971037647539	0.0692307692307692	2.67537313432836	3.01492537313433
"Muzzi_CordC_D1"	0	0	2851.8465706545	0	0	221.810288828684	475.30776177575	261.419268976662	269.341065006258	435.698781627771	16738.755010536	99101.6683302438	130258.092114644	2748.86322226975	277.262861035854	0	2851.8465706545	0	1.76470588235295	2.73529411764707
"Muzzi_CordC_D2"	15.2697399563285	15.2697399563285	1351.37198613508	0	30.5394799126571	30.5394799126571	16697.4606422453	1557.51347554551	3748.72115927866	2091.95437401701	9215.28806364428	107766.189741789	64339.0493059903	5504.74125425645	3924.32316877644	30.539479912657	1381.91146604774	0.0220994475138121	4.4541751527495	4.86965376782078
"Muzzi_PWA_D1"	0	7.71253827347118	38.5626913673559	0	0	131.11315064901	2614.55047470673	748.116212526705	1287.99389166969	192.81345683678	7134.09790296084	26415.4435866388	167176.979615761	1897.28441527391	131.11315064901	7.71253827347118	38.5626913673559	0.2	2.02994011976048	2.61077844311377
"Muzzi_PWA_D2"	0	0	41.1035480582684	0	8.22070961165368	0	2046.95669330176	49.3242576699221	616.553220874026	4151.45835388511	7661.70135806123	80883.5618690606	165507.546611423	5376.34408602151	1603.03837427247	0	49.3242576699221	0	3.31999999999999	3.39999999999999
"Muzzi_PWB_D1"	18.3323657918054	6.11078859726848	24.4431543890739	0	36.6647315836109	494.973876378747	274.985486877082	91.6618289590272	244.431543890739	152.769714931712	2548.19884506096	26948.577713954	197879.556356748	2456.53701610193	48.8863087781479	24.4431543890739	61.1078859726848	0.4	1.125	1.5
"Muzzi_PWB_D2"	0	215.889464594128	863.557858376512	0	0	0	3454.23143350605	0	3454.23143350605	2374.78411053541	3670.12089810018	74265.97582038	173575.129533679	2158.89464594128	1295.33678756477	215.889464594128	863.557858376512	0.25	1	1
"Muzzi_PWC_D1"	0	0	79.2651242260641	0	26.4217080753547	61.6506521758277	1409.15776401891	290.638788828901	1629.33866464687	836.687422386232	5848.00472067851	24721.9115225069	157006.596619783	3126.56878891698	1188.97686339096	0	105.686832301419	0	0.864864864864864	1.04324324324324
"Muzzi_PWC_D2"	14.2215143068434	7.1107571534217	725.297229649013	0	234.654986062916	184.879685988964	4223.78974913249	191.990443142386	2865.63513282894	2758.97377552762	8724.89902724842	79178.2809033506	188648.387280278	6627.22566698902	597.303600887423	21.3322714602651	959.95221571193	0.0222222222222222	1.47394540942928	1.5409429280397
